Date,Open,High,Low,Close,Adj Close,Volume
2018-01-18,528.000000,550.000000,499.000000,515.000000,515.000000,287600
2018-01-19,512.000000,533.000000,507.000000,511.000000,511.000000,165200
2018-01-22,517.000000,518.000000,481.000000,488.000000,488.000000,148400
2018-01-23,499.000000,517.000000,492.000000,505.000000,505.000000,183500
2018-01-24,510.000000,560.000000,510.000000,531.000000,531.000000,297800
2018-01-25,527.000000,568.000000,525.000000,549.000000,549.000000,250000
2018-01-26,538.000000,557.000000,537.000000,543.000000,543.000000,138400
2018-01-29,567.000000,622.000000,562.000000,620.000000,620.000000,266800
2018-01-30,664.000000,717.000000,646.000000,658.000000,658.000000,518100
2018-01-31,630.000000,671.000000,612.000000,630.000000,630.000000,297700
2018-02-01,638.000000,651.000000,550.000000,589.000000,589.000000,330600
2018-02-02,630.000000,776.000000,627.000000,750.000000,750.000000,617600
2018-02-05,830.000000,1477.000000,718.000000,1260.000000,1260.000000,1324600
2018-02-06,1489.000000,1547.000000,711.000000,746.000000,746.000000,987700
2018-02-07,914.000000,946.000000,735.000000,909.000000,909.000000,683900
2018-02-08,924.000000,1361.000000,917.000000,1350.000000,1350.000000,1122500
2018-02-09,1160.000000,1437.000000,1071.000000,1130.000000,1130.000000,949400
2018-02-12,1059.000000,1165.000000,1004.000000,1041.000000,1041.000000,545200
2018-02-13,1096.000000,1119.000000,1021.000000,1038.000000,1038.000000,325500
2018-02-14,1030.000000,1043.000000,802.000000,812.000000,812.000000,433000
2018-02-15,756.000000,840.000000,751.000000,778.000000,778.000000,257300
2018-02-16,820.000000,828.000000,739.000000,795.000000,795.000000,398100
2018-02-20,847.000000,905.000000,817.000000,863.000000,863.000000,282800
2018-02-21,840.000000,894.000000,751.000000,882.000000,882.000000,312500
2018-02-22,834.000000,897.000000,814.000000,862.000000,862.000000,281000
2018-02-23,819.000000,831.000000,736.000000,736.000000,736.000000,296000
2018-02-26,698.000000,722.000000,680.000000,682.000000,682.000000,139400
2018-02-27,699.000000,810.000000,683.000000,795.000000,795.000000,390800
2018-02-28,750.000000,869.000000,746.000000,866.000000,866.000000,413200
2018-03-01,865.000000,1059.000000,846.000000,991.000000,991.000000,687800
2018-03-02,1076.000000,1118.000000,887.000000,905.000000,905.000000,672500
2018-03-05,937.000000,940.000000,812.000000,823.000000,823.000000,322400
2018-03-06,810.000000,896.000000,809.000000,836.000000,836.000000,305400
2018-03-07,900.000000,915.000000,811.000000,819.000000,819.000000,418300
2018-03-08,798.000000,817.000000,765.000000,766.000000,766.000000,340700
2018-03-09,741.000000,743.000000,660.000000,660.000000,660.000000,323600
2018-03-12,681.000000,720.000000,669.000000,700.000000,700.000000,178700
2018-03-13,681.000000,746.000000,669.000000,725.000000,725.000000,378400
2018-03-14,704.000000,774.000000,702.000000,753.000000,753.000000,387500
2018-03-15,733.000000,767.000000,697.000000,710.000000,710.000000,311300
2018-03-16,702.000000,706.000000,662.000000,688.000000,688.000000,255300
2018-03-19,716.000000,874.000000,715.000000,809.000000,809.000000,708300
2018-03-20,800.000000,819.000000,768.000000,776.000000,776.000000,321300
2018-03-21,767.000000,777.000000,688.000000,762.000000,762.000000,511000
2018-03-22,850.000000,972.000000,811.000000,952.000000,952.000000,867900
2018-03-23,926.000000,1068.000000,881.000000,1057.000000,1057.000000,990100
2018-03-26,922.000000,1043.000000,906.000000,909.000000,909.000000,500200
