Date,Open,High,Low,Close,Adj Close,Volume
2018-01-18,165.529999,166.199997,165.139999,165.820007,163.086716,26432200
2018-01-19,166.309998,166.610001,165.539993,166.339996,163.598114,38937600
2018-01-22,166.279999,168.119995,166.089996,168.119995,165.348755,26081400
2018-01-23,168.639999,169.660004,168.559998,169.509995,166.715851,37989700
2018-01-24,169.869995,170.240005,167.440002,168.410004,165.633987,54287400
2018-01-25,169.570007,169.630005,167.809998,168.350006,165.574982,28925000
2018-01-26,169.289993,170.949997,168.960007,170.929993,168.112411,32038200
2018-01-29,170.570007,170.910004,169.740005,170.100006,167.296127,37277800
2018-01-30,168.550003,169.419998,167.820007,168.699997,165.919205,44987700
2018-01-31,169.649994,169.990005,168.339996,169.399994,166.607666,42449200
2018-02-01,168.100006,169.729996,167.419998,167.960007,165.191391,38037900
2018-02-02,167.300003,167.699997,164.470001,164.610001,161.896606,68478100
2018-02-05,163.070007,165.750000,158.000000,158.119995,155.513596,105372200
2018-02-06,155.809998,162.509995,155.100006,162.309998,159.634567,118537900
2018-02-07,161.789993,163.550003,160.199997,160.210007,157.569168,91028300
2018-02-08,160.619995,160.800003,153.449997,153.449997,150.920563,94184800
2018-02-09,155.619995,157.240005,150.130005,156.100006,153.526901,113836600
2018-02-12,157.699997,159.949997,156.460007,158.869995,156.251236,63050600
2018-02-13,157.960007,160.009995,157.720001,159.690002,157.057724,31785600
2018-02-14,158.750000,162.929993,158.000000,162.679993,159.998444,52107400
2018-02-15,164.139999,165.699997,162.440002,165.699997,162.968643,51633900
2018-02-16,165.160004,166.759995,164.679993,164.960007,162.240845,62256300
2018-02-20,164.380005,166.679993,164.309998,165.289993,162.565414,36785600
2018-02-21,166.100006,167.720001,164.720001,164.820007,162.103165,41161800
2018-02-22,165.539993,166.419998,164.380005,164.800003,162.083511,37074400
2018-02-23,166.130005,168.169998,165.449997,168.169998,165.397934,50096900
2018-02-26,168.960007,170.399994,168.820007,170.399994,167.591171,39266700
2018-02-27,170.449997,170.729996,168.210007,168.289993,165.515945,42209900
2018-02-28,169.250000,169.800003,167.100006,167.210007,164.453781,42936300
2018-03-01,167.300003,168.070007,163.000000,164.479996,161.768753,76809900
2018-03-02,162.500000,166.279999,161.960007,165.990005,163.253876,57445100
2018-03-05,165.210007,168.259995,164.589996,167.830002,165.063553,38540200
2018-03-06,168.649994,169.110001,167.479996,168.539993,165.761810,29480900
2018-03-07,167.250000,169.070007,166.960007,168.929993,166.145386,34609400
2018-03-08,169.630005,169.979996,168.949997,169.860001,167.060104,25828400
2018-03-09,171.070007,173.160004,170.820007,173.160004,170.305679,38310500
2018-03-12,173.669998,174.479996,173.279999,174.080002,171.210541,37635000
2018-03-13,174.479996,175.210007,171.270004,171.710007,168.879608,55638900
2018-03-14,172.610001,172.740005,170.929993,171.679993,168.850067,40536400
2018-03-15,171.800003,172.529999,170.899994,171.529999,168.702545,28810400
2018-03-16,171.820007,172.199997,170.940002,171.020004,168.200989,31176700
2018-03-19,169.100006,169.220001,165.639999,167.100006,164.612213,71395100
2018-03-20,167.169998,168.039993,166.610001,167.649994,165.154022,34075700
2018-03-21,167.210007,168.759995,166.190002,166.919998,164.434875,43863500
2018-03-22,164.610001,165.770004,162.589996,162.800003,160.376205,66607300
2018-03-23,162.610001,163.300003,158.429993,158.509995,156.150085,80110400
2018-03-26,161.720001,164.600006,159.160004,164.399994,161.952377,57481500
2018-03-27,165.619995,165.619995,157.679993,159.080002,156.711609,78889100
2018-03-28,158.169998,159.779999,156.039993,157.250000,154.908844,89369700
2018-03-29,158.100006,161.710007,156.630005,160.130005,157.745956,68692600
2018-04-02,158.990005,159.740005,153.880005,155.509995,153.194733,85549400
2018-04-03,156.869995,157.919998,154.440002,157.259995,154.918686,64090000
2018-04-04,154.220001,160.229996,154.039993,159.740005,157.361786,65768700
2018-04-05,161.330002,161.580002,159.479996,160.649994,158.258224,43054900
