Date,Open,High,Low,Close,Adj Close,Volume
2018-01-18,24.650000,24.650000,23.750000,24.049999,23.843275,69100
2018-01-19,24.000000,25.200001,23.750000,24.549999,24.338972,86500
2018-01-22,24.600000,24.600000,24.049999,24.350000,24.140699,31100
2018-01-23,24.250000,24.700001,24.049999,24.450001,24.239836,90900
2018-01-24,24.650000,24.750000,24.200001,24.299999,24.091122,127900
2018-01-25,24.450001,24.600000,23.150000,23.549999,23.347574,80800
2018-01-26,23.650000,23.950001,23.250000,23.750000,23.545853,45700
2018-01-29,23.750000,23.950001,23.500000,23.650000,23.446711,33700
2018-01-30,23.450001,23.600000,23.100000,23.600000,23.397144,32400
2018-01-31,23.650000,24.000000,22.700001,22.900000,22.703159,56500
2018-02-01,22.650000,23.150000,21.580000,22.900000,22.703159,51000
2018-02-02,22.600000,22.700001,21.709999,21.799999,21.612616,42900
2018-02-05,21.549999,22.700001,21.000000,21.400000,21.216053,83300
2018-02-06,20.900000,21.400000,20.110001,21.150000,20.968203,87700
2018-02-07,21.200001,21.400000,21.049999,21.200001,21.017773,91500
2018-02-08,21.250000,21.700001,21.000000,21.250000,21.067341,113000
2018-02-09,21.350000,21.900000,20.940001,21.650000,21.463902,82900
2018-02-12,21.700001,22.299999,21.400000,21.799999,21.612616,87000
2018-02-13,21.750000,21.950001,21.450001,21.750000,21.563046,54600
2018-02-14,21.750000,22.150000,21.400000,21.500000,21.315191,191000
2018-02-15,21.600000,21.700001,21.049999,21.100000,20.918631,87000
2018-02-16,21.150000,23.600000,21.100000,23.400000,23.198862,101000
2018-02-20,23.450001,23.750000,21.900000,22.049999,21.860466,78500
2018-02-21,22.100000,22.600000,21.100000,21.200001,21.017773,185500
2018-02-22,21.299999,22.450001,20.900000,21.850000,21.662184,56300
2018-02-23,22.200001,22.350000,21.650000,21.950001,21.761326,26600
2018-02-26,22.200001,22.799999,22.049999,22.750000,22.554449,50900
2018-02-27,22.700001,22.850000,22.350000,22.549999,22.356165,22700
2018-02-28,22.549999,22.600000,21.150000,21.200001,21.017773,43600
2018-03-01,21.150000,22.049999,20.799999,21.549999,21.364761,58800
2018-03-02,21.299999,21.799999,21.049999,21.700001,21.513474,37200
2018-03-05,21.600000,22.549999,21.600000,22.400000,22.207455,51200
2018-03-06,22.400000,22.700001,21.850000,22.650000,22.455307,29800
2018-03-07,22.450001,23.400000,22.250000,23.150000,22.951010,34000
2018-03-08,23.100000,23.350000,22.700001,23.250000,23.050152,34800
2018-03-09,21.049999,26.200001,20.870001,25.650000,25.429520,158200
2018-03-12,25.700001,27.700001,25.700001,27.299999,27.065338,120000
2018-03-13,26.950001,28.950001,26.900000,28.350000,28.106316,131200
2018-03-14,28.400000,28.400000,26.860001,27.049999,26.817486,58500
2018-03-15,27.100000,27.700001,26.110001,27.200001,26.966198,81300
2018-03-16,27.250000,27.950001,27.250000,27.350000,27.114908,125100
2018-03-19,27.400000,27.700001,26.740000,27.049999,26.817486,144800
2018-03-20,26.900000,27.299999,26.799999,26.850000,26.619207,65800
2018-03-21,26.799999,27.750000,26.799999,27.549999,27.313189,103000
2018-03-22,27.299999,28.000000,26.250000,26.450001,26.222643,50100
2018-03-23,26.450001,26.650000,25.580000,26.299999,26.073933,104600
2018-03-26,26.850000,26.850000,25.700001,26.000000,25.776512,52500
2018-03-27,26.100000,26.650000,25.889999,25.950001,25.726942,40800
2018-03-28,25.950001,27.400000,25.700001,27.250000,27.036604,109900
2018-03-29,27.299999,27.600000,26.549999,26.750000,26.540518,66700
2018-04-02,26.549999,26.700001,25.100000,25.350000,25.151482,63100
2018-04-03,25.450001,26.400000,25.100000,25.299999,25.101873,49200
2018-04-04,25.299999,26.549999,24.950001,26.450001,26.242868,72600
2018-04-05,26.500000,26.850000,25.850000,26.549999,26.342087,88600
2018-04-06,26.400000,26.840000,25.500000,25.850000,25.647570,41300
2018-04-09,25.950001,27.450001,25.750000,26.549999,26.342087,107100
2018-04-10,27.000000,27.700001,26.500000,27.600000,27.383863,196900
2018-04-11,27.400000,28.450001,27.299999,28.400000,28.177599,133300
2018-04-12,28.400000,28.900000,28.250000,28.299999,28.078379,127800
2018-04-13,28.500000,29.250000,28.150000,29.049999,28.822506,69300
2018-04-16,29.150000,29.900000,28.650000,29.049999,28.822506,84300
2018-04-17,29.299999,29.299999,28.299999,28.799999,28.574465,88900
2018-04-18,28.900000,30.400000,28.650000,30.200001,29.963505,105000
2018-04-19,29.950001,30.500000,29.780001,29.850000,29.616243,114800
2018-04-20,29.850000,29.870001,29.049999,29.400000,29.169767,52500
2018-04-23,29.350000,29.600000,28.650000,28.750000,28.524858,43300
2018-04-24,29.000000,30.049999,29.000000,29.700001,29.467421,155700
2018-04-25,29.450001,31.350000,29.250000,31.250000,31.005281,143300
2018-04-26,31.299999,32.799999,31.150000,31.650000,31.402147,263900
2018-04-27,37.200001,40.500000,35.950001,39.349998,39.041847,733600
2018-04-30,39.000000,39.849998,36.500000,38.700001,38.396938,367600
2018-05-01,38.700001,38.889999,38.099998,38.500000,38.198502,162600
2018-05-02,38.299999,40.200001,38.150002,38.900002,38.595375,276300
2018-05-03,38.549999,39.349998,37.509998,38.500000,38.198502,167000
2018-05-04,38.299999,39.200001,37.200001,38.250000,37.950459,118400
2018-05-07,38.250000,39.299999,38.000000,38.950001,38.644978,166500
2018-05-08,38.900002,39.599998,37.700001,39.049999,38.744198,148300
2018-05-09,39.099998,42.799999,38.700001,41.750000,41.423058,412600
2018-05-10,42.049999,42.299999,40.599998,40.750000,40.430889,197600
2018-05-11,40.549999,42.400002,39.200001,40.950001,40.629322,182800
2018-05-14,41.200001,41.200001,40.000000,40.200001,39.885197,124500
2018-05-15,40.250000,41.799999,40.000000,41.500000,41.175011,119900
2018-05-16,41.450001,42.349998,41.299999,42.049999,41.720703,84700
2018-05-17,42.250000,43.549999,42.250000,42.549999,42.216789,158000
2018-05-18,42.549999,43.049999,42.150002,42.650002,42.316013,81300
2018-05-21,42.900002,44.000000,42.150002,43.450001,43.109737,163400
2018-05-22,43.349998,43.980000,43.049999,43.400002,43.060139,108800
2018-05-23,43.000000,43.599998,42.549999,43.450001,43.109737,166400
