Date,Open,High,Low,Close,Adj Close,Volume
2018-01-18,1962.500000,2097.500000,1942.500000,2035.000000,2035.000000,22182
2018-01-19,2062.500000,2097.500000,2007.500000,2020.000000,2020.000000,10075
2018-01-22,2020.000000,2120.000000,1990.000000,2067.500000,2067.500000,11658
2018-01-23,2125.000000,2520.000000,2082.500000,2442.500000,2442.500000,55794
2018-01-24,2370.000000,2662.500000,2275.000000,2287.500000,2287.500000,57513
2018-01-25,2200.000000,2282.500000,2130.000000,2232.500000,2232.500000,23556
2018-01-26,2110.000000,2245.000000,2107.500000,2145.000000,2145.000000,15029
2018-01-29,2132.500000,2482.500000,2125.000000,2342.500000,2342.500000,31062
2018-01-30,2350.000000,2500.000000,2250.000000,2330.000000,2330.000000,27556
2018-01-31,2362.500000,2450.000000,2302.500000,2335.000000,2335.000000,18312
2018-02-01,2362.500000,2382.500000,2135.000000,2157.500000,2157.500000,14797
2018-02-02,2175.000000,2350.000000,2097.500000,2285.000000,2285.000000,16880
2018-02-05,2240.000000,2360.000000,2137.500000,2177.500000,2177.500000,10814
2018-02-06,2050.000000,2197.120117,1750.000000,1992.500000,1992.500000,24114
2018-02-07,2070.000000,2087.500000,1937.500000,1987.500000,1987.500000,8059
2018-02-08,2000.000000,2225.000000,1932.500000,2085.000000,2085.000000,23235
2018-02-09,2022.500000,2060.000000,1875.000000,1932.500000,1932.500000,13947
2018-02-12,2030.000000,2062.500000,1962.500000,1997.500000,1997.500000,16606
2018-02-13,1425.000000,1465.000000,1342.500000,1357.500000,1357.500000,77580
2018-02-14,1362.500000,1370.000000,1192.500000,1207.500000,1207.500000,40477
2018-02-15,1225.000000,1287.500000,1150.000000,1265.000000,1265.000000,34633
2018-02-16,1247.500000,1247.500000,1162.500000,1185.000000,1185.000000,31568
2018-02-20,1200.000000,1272.500000,1175.000000,1210.000000,1210.000000,22478
2018-02-21,1245.000000,1245.000000,1115.000000,1125.000000,1125.000000,18698
2018-02-22,1237.500000,1257.500000,1155.000000,1227.500000,1227.500000,48806
2018-02-23,1225.000000,1255.000000,1187.500000,1232.500000,1232.500000,19878
2018-02-26,1250.000000,1292.530029,1217.500000,1270.000000,1270.000000,21358
2018-02-27,1265.000000,1266.250000,1200.000000,1237.500000,1237.500000,14410
2018-02-28,1212.500000,1235.000000,1177.500000,1190.000000,1190.000000,11191
2018-03-01,1200.000000,1205.000000,1087.500000,1145.000000,1145.000000,16109
2018-03-02,1125.000000,1200.000000,1087.500000,1182.500000,1182.500000,14761
2018-03-05,1175.000000,1187.500000,1152.500000,1172.500000,1172.500000,6273
2018-03-06,1162.500000,1179.969971,1140.000000,1152.500000,1152.500000,7095
2018-03-07,1150.000000,1160.000000,1105.000000,1147.500000,1147.500000,9005
2018-03-08,1147.500000,1167.500000,1112.500000,1130.000000,1130.000000,9038
2018-03-09,1140.000000,1147.500000,1120.000000,1130.000000,1130.000000,5330
2018-03-12,1137.500000,1152.500000,1100.000000,1102.500000,1102.500000,10128
2018-03-13,1100.000000,1102.500000,940.049988,1002.500000,1002.500000,25387
2018-03-14,1010.000000,1022.500000,950.000000,985.000000,985.000000,14080
2018-03-15,1025.000000,1035.000000,955.000000,970.000000,970.000000,13024
2018-03-16,962.500000,975.000000,862.500000,876.250000,876.250000,20074
2018-03-19,875.000000,875.000000,790.000000,860.000000,860.000000,19870
2018-03-20,850.000000,867.500000,812.500000,842.500000,842.500000,11735
2018-03-21,837.500000,907.500000,815.000000,870.000000,870.000000,20610
2018-03-22,867.500000,867.500000,778.299988,782.500000,782.500000,17019
2018-03-23,797.500000,805.000000,727.525024,742.500000,742.500000,15451
2018-03-26,765.000000,780.000000,732.500000,765.000000,765.000000,9169
2018-03-27,875.000000,907.500000,792.500000,802.500000,802.500000,53564
2018-03-28,802.500000,817.500000,717.500000,736.250000,736.250000,17137
2018-03-29,750.000000,760.000000,695.150024,707.500000,707.500000,10251
2018-04-02,702.500000,710.000000,650.000000,665.000000,665.000000,11560
2018-04-03,625.000000,665.000000,567.500000,642.500000,642.500000,24047
2018-04-04,630.000000,770.000000,605.000000,745.000000,745.000000,28940
2018-04-05,825.000000,837.500000,705.000000,720.000000,720.000000,30733
2018-04-06,720.000000,747.250000,662.500000,735.000000,735.000000,19651
2018-04-09,745.000000,785.000000,720.000000,777.500000,777.500000,14087
2018-04-10,780.000000,787.500000,712.500000,715.000000,715.000000,11442
2018-04-11,720.000000,735.000000,690.000000,735.000000,735.000000,10409
2018-04-12,737.500000,767.500000,720.000000,755.000000,755.000000,8468
2018-04-13,755.000000,897.500000,727.500000,802.500000,802.500000,40203
2018-04-16,835.000000,1075.000000,797.500000,1052.500000,1052.500000,83040
2018-04-17,1000.000000,1207.500000,942.500000,990.000000,990.000000,122189
2018-04-18,997.500000,1060.000000,945.000000,957.500000,957.500000,47405
2018-04-19,621.250000,662.500000,530.000000,637.500000,637.500000,176968
2018-04-20,615.000000,637.250000,557.500000,567.500000,567.500000,43589
2018-04-23,585.000000,625.000000,572.500000,615.000000,615.000000,27870
2018-04-24,612.500000,615.000000,575.000000,605.000000,605.000000,20978
2018-04-25,620.000000,637.500000,590.000000,627.500000,627.500000,21985
2018-04-26,620.000000,672.500000,605.000000,625.000000,625.000000,26565
2018-04-27,632.500000,637.500000,612.500000,615.000000,615.000000,16214
2018-04-30,612.500000,619.750000,565.000000,570.000000,570.000000,20553
2018-05-01,562.500000,567.500000,532.500000,542.500000,542.500000,19280
2018-05-02,542.500000,555.000000,507.500000,537.500000,537.500000,25436
2018-05-03,547.500000,552.500000,525.000000,532.500000,532.500000,9430
2018-05-04,540.000000,540.000000,512.500000,530.000000,530.000000,10484
2018-05-07,540.000000,540.000000,517.500000,527.500000,527.500000,9746
2018-05-08,497.500000,497.500000,357.500000,362.500000,362.500000,90089
2018-05-09,337.500000,347.500000,195.000000,196.300003,196.300003,162720
2018-05-10,207.500000,214.225006,151.250000,153.024994,153.024994,120949
2018-05-11,155.000000,177.500000,137.500000,162.774994,162.774994,124025
2018-05-14,175.875000,190.000000,162.774994,170.500000,170.500000,175364
2018-05-15,171.250000,172.500000,157.500000,163.024994,163.024994,83165
2018-05-16,165.000000,182.500000,160.500000,170.250000,170.250000,138097
2018-05-17,171.500000,171.750000,153.824997,157.625000,157.625000,83719
2018-05-18,162.500000,173.125000,156.500000,166.074997,166.074997,69443
