APSA,0
APTO,1
APWC,0
AQXP,0
ARAY,1
ARCB,0
ARCC,0
ARCI,17
ARCP,0
ARCPP,0
ARCW,1
ARDM,7
ARDX,1
AREX,0
ARGS,1
ARIA,0
ARII,0
ARIS,0
ARKR,0
ARLP,1
ARMH,0
ARNA,4
AROW,0
ARQL,56
ARRS,0
ARRY,12
ARTNA,0
ARTW,2
ARTX,0
ARUN,0
ARWR,22
ASBB,0
ASBI,0
ASCMA,6
ASEI,0
ASFI,0
ASMB,0
ASMI,0
ASML,0
ASNA,11
ASPS,0
ASPX,0
ASRV,0
ASRVP,0
ASTC,5
ASTE,0
ASTI,0
ASUR,1
ASYS,0
ATAI,8
ATAX,0
ATEA,0
ATEC,0
ATHN,0
ATHX,3
ATLC,0
ATLO,0
ATML,0
ATNI,0
ATNY,0
ATOS,34
ATRA,39
ATRC,1
ATRI,0
ATRM,0
ATRO,0
ATRS,5
ATSG,0
ATTU,1
ATVI,63
AUBN,0
AUDC,1
AUMA,0
AUMAU,0
AUMAW,0
AUPH,1
AUXL,0
AVAV,39
AVEO,17
AVGO,5
AVHI,0
AVID,0
AVNR,0
AVNW,0
AWAY,13
AWRE,0
AXAS,1
AXDX,1
AXGN,1
AXJS,0
AXPW,0
AXPWW,0
AXTI,0
AZPN,0
BABY,136
BAGR,0
BAMM,0
BANF,0
BANFP,0
BANR,0
BANX,0
BASI,0
BBBY,9
BBC,1
BBCN,0
BBEP,0
BBEPP,0
BBGI,0
BBLU,0
BBNK,0
BBOX,9
BBP,0
BBRG,0
BBRY,0
BBSI,0
BCBP,0
BCLI,0
BCOM,1
BCOR,0
BCOV,0
BCPC,0
BCRX,1
BDBD,0
BDCV,0
BDE,0
BDGE,0
BDMS,0
BDSI,3
BEAT,13
BEAV,0
BEBE,0
BECN,3
BELFA,0
BELFB,0
BFIN,0
BGCP,0
BGFV,2
BGMD,0
BHBK,0
BIB,1
BICK,0
BIDU,38
BIIB,3
BIND,0
BIOC,64
BIOD,0
BIOL,2
BIOS,3
BIRT,0
BIS,1
BJRI,1
BKCC,0
BKEP,1
BKEPP,0
BKMU,0
BKSC,0
BKYF,0
BLCM,13
BLDP,2
BLDR,1
BLFS,1
BLIN,33
BLKB,1
BLMN,0
BLMT,0
BLRX,3
BLUE,11
BLVD,0
BLVDU,0
BLVDW,0
BMRC,0
BMRN,0
BMTC,0
BNCL,0
BNCN,0
BNDX,0
BNFT,1
BNSO,0
BOBE,0
BOCH,0
BOFI,0
BOKF,0
BONA,0
BONT,0
BOOM,168
BOSC,3
BOTA,0
BOTJ,0
BPFH,0
BPFHP,0
BPFHW,0
BPOP,0
BPOPM,0
BPOPN,0
BPTH,14
BRCD,0
BRCM,0
BRDR,0
BREW,4
BRID,0
BRKL,1
BRKR,0
BRKS,0
BRLI,0
BSDM,0
BSET,0
BSF,0
BSFT,0
BSPM,3
BSQR,0
BSRR,0
BSTC,0
BTUI,0
BUR,1
BUSE,0
BV,0
BVA,0
BVSN,0
BWEN,0
BWFG,0
BWINA,0
BWINB,0
BWLD,0
BYBK,0
BYFC,1
BYLK,0
CA,76
CAAS,0
CAC,0
CACB,0
CACC,0
CACG,0
CACGU,0
CACGW,0
CACH,0
CACQ,0
CADC,3
CADT,0
CADTR,0
CADTU,0
CADTW,0
CAKE,2
CALA,3
CALD,0
CALI,12
CALL,32
CALM,2
CAMB,0
CAMBU,0
CAMBW,0
CAMP,0
CAMT,1
CAPN,0
CAPNW,0
CAR,80
CARA,10
CARB,0
CARO,0
CART,0
CARV,5
CARZ,0
CASH,17
CASI,0
CASM,0
CASS,1
CASY,1
CATM,0
CATY,0
CATYW,0
CAVM,0
CBAK,0
CBAN,0
CBAY,3
CBDE,0
CBF,0
CBFV,0
CBIN,0
CBLI,0
CBMG,0
CBMX,0
CBNJ,0
CBNK,0
CBOE,5
CBPO,0
CBRL,0
CBRX,0
CBSH,0
CBSHP,0
CBST,0
CBSTZ,0
CCBG,0
CCCL,18
CCCR,0
CCIH,1
CCLP,0
CCMP,0
CCNE,0
CCOI,0
CCRN,2
CCUR,0
CCXI,3
CDC,3
CDK,0
CDNA,20
CDNS,1
CDTI,4
CDW,0
CDXS,0
CDZI,0
CECE,0
CECO,0
CELG,5
CELGZ,0
CEMI,0
CEMP,0
CENT,3
CENTA,0
CENX,10
CERE,0
CERN,0
CERS,2
CERU,0
CETV,0
CEVA,0
CFA,2
CFBK,0
CFFI,0
CFFN,0
CFGE,0
CFNB,0
CFNL,0
CFO,22
CFRX,3
CFRXW,0
CFRXZ,0
CG,10
CGEN,0
CGIX,2
CGNX,0
CGO,0
CHCI,2
CHCO,0
CHDN,1
CHEF,2
CHEV,0
CHFC,0
CHFN,0
CHI,2
CHKE,0
CHKP,0
CHLN,0
CHMG,0
CHNR,0
CHOP,0
CHRS,3
CHRW,0
CHSCM,0
CHSCN,0
CHSCO,0
CHSCP,0
CHTR,0
CHUY,1
CHW,0
CHXF,0
CHY,0
CHYR,0
CIDM,0
CIFC,0
CIMT,0
CINF,0
CISAW,0
CISG,0
CIZ,0
CIZN,0
CJJD,1
CKEC,0
CKSW,0
CLAC,0
CLACU,0
CLACW,0
CLBH,0
CLCT,0
CLDN,0
CLDX,4
CLFD,0
CLIR,26
CLMS,0
CLMT,0
CLNE,2
CLNT,0
CLRB,29
CLRBW,0
CLRO,6
CLRX,0
CLSN,1
CLTX,0
CLUB,2
CLVS,5
CLWT,5
CMCO,0
CMCSA,4
CMCSK,0
CMCT,0
CME,15
CMFN,0
CMGE,0
CMLS,0
CMPR,0
CMRX,0
CMSB,0
CMTL,0
CNAT,4
CNBKA,0
CNCE,33
CNDO,0
CNET,6
CNIT,0
CNLM,0
CNLMR,0
CNLMU,0
CNLMW,0
CNMD,0
CNOB,0
CNSI,0
CNSL,24
CNTF,0
CNTY,0
CNV,0
CNXR,0
CNYD,0
COB,0
COBK,0
COBZ,0
COCO,0
COHR,0
COHU,3
COKE,8
COLB,0
COLM,0
COMM,5
COMT,0
CONE,0
CONN,2
COOL,7
CORE,0
CORI,1
CORT,5
COSI,0
COST,30
COVS,0
COWN,0
COWNL,0
CPAH,2
CPGI,0
CPHC,0
CPHD,0
CPHR,0
CPIX,0
CPLA,0
CPLP,0
CPRT,2
CPRX,19
CPSI,0
CPSS,0
CPST,3
CPTA,0
CPXX,0
CRAI,0
CRAY,4
CRDC,0
CRDS,0
CRDT,0
CREE,5
CREG,10
CRESW,0
CRESY,1
CRIS,1
CRME,1
CRMT,0
CRNT,0
CROX,96
CRRC,0
CRRS,0
CRTN,0
CRTO,0
CRUS,2
CRVL,0
CRWN,0
CRWS,0
CRZO,7
CSBK,0
CSCD,0
CSCO,25
CSF,0
CSFL,0
CSGP,4
CSGS,0
CSII,1
CSIQ,0
CSOD,1
CSPI,0
CSQ,0
CSRE,0
CSTE,0
CSUN,0
CSWC,1
CTAS,0
CTBI,0
CTCM,0
CTCT,0
CTG,0
CTHR,1
CTIB,0
CTIC,0
CTRE,1
CTRL,4
CTRN,0
CTRP,0
CTRX,0
CTSH,0
CTSO,0
CTWS,0
CTXS,0
CU,0
CUBA,0
CUI,5
CUNB,0
CUTR,3
CVBF,0
CVCO,0
CVCY,0
CVGI,0
CVGW,0
CVLT,0
CVLY,0
CVTI,0
CVV,0
CWAY,0
CWBC,0
CWCO,0
CWST,0
CXDC,0
CY,208
CYAN,0
CYBE,0
CYBR,5
CYBX,0
CYCC,7
CYCCP,1
CYHHZ,0
CYNO,0
CYOU,2
CYRN,0
CYTK,0
CYTR,0
CYTX,0
CZFC,0
CZNC,0
CZR,8
CZWI,0
DAEG,0
DAIO,7
DAKT,0
DARA,0
DATE,2
DAVE,0
DAX,2
DBVT,0
DCIX,26
DCOM,0
DCTH,0
DENN,1
DEPO,0
DERM,2
DEST,0
DFRG,2
DFVL,0
DFVS,0
DGAS,7
DGICA,0
DGICB,0
DGII,0
DGLD,7
DGLY,0
DGRE,0
DGRS,0
DGRW,0
DHIL,0
DHRM,0
DIOD,0
DISCA,5
DISCB,0
DISCK,1
DISH,1
DJCO,0
DLBL,0
DLBS,0
DLHC,0
DLTR,3
DMLP,0
DMND,0
DMRC,0
DNBF,0
DNKN,1
DORM,1
DOVR,0
DOX,0
DPRX,0
DRAD,1
DRAM,7
DRIV,0
DRNA,4
DRRX,5
DRWI,0
DRWIW,0
DRYS,14
DSCI,0
DSCO,0
DSGX,0
DSKX,0
DSKY,0
DSLV,122
DSPG,0
DSWL,0
DTLK,0
DTSI,0
DTUL,0
DTUS,0
DTV,1
DTYL,0
DTYS,0
DVAX,34
DVCR,0
DWA,0
DWAT,0
DWCH,0
DWSN,0
DXCM,3
DXGE,0
DXJS,0
DXKW,0
DXLG,0
DXM,0
DXPE,0
DXPS,0
DXYN,0
DYAX,0
DYNT,0
DYSL,0
EA,67
EAC,0
EARS,59
EBAY,11
EBIO,7
EBIX,0
EBMT,0
EBSB,0
EBTC,0
ECHO,0
ECOL,0
ECPG,0
ECTE,0
ECYT,31
EDAP,0
EDGW,0
EDS,0
EDUC,0
EEFT,0
EEI,0
EEMA,0
EEME,0
EEML,0
EFII,0
EFOI,1
EFSC,0
EFUT,0
EGAN,11
EGBN,0
EGHT,3
EGLE,1
EGLT,0
EGOV,0
EGRW,0
EGRX,0
EGT,0
EHTH,0
EIGI,1
ELGX,1
ELNK,0
ELON,33
ELOS,0
ELRC,0
ELSE,7
ELTK,48
EMCB,0
EMCF,0
EMCG,0
EMCI,0
EMDI,0
EMEY,0
EMIF,0
EMITF,0
EMKR,0
EML,0
EMMS,0
EMMSP,0
ENDP,4
ENFC,0
ENG,2
ENOC,0
ENPH,55
ENSG,0
ENT,16
ENTA,0
ENTG,5
ENTR,0
ENVI,0
ENZN,0
ENZY,0
EOPN,0
EPAX,0
EPAY,0
EPIQ,0
EPRS,0
EPZM,1
EQIX,0
ERI,1
ERIC,17
ERIE,0
ERII,0
EROC,0
ERS,1
ERW,0
ESBF,0
ESBK,0
ESCA,0
ESCR,0
ESCRP,0
ESEA,8
ESGR,0
ESIO,3
ESLT,0
ESMC,0
ESPR,1
ESRX,0
ESSA,3
ESSX,0
ESXB,0
ESYS,0
ETFC,0
ETRM,0
EUFN,0
EVAL,0
EVAR,0
EVBS,0
EVEP,1
EVK,0
EVLV,2
EVOK,2
EVOL,0
EVRY,0
EWBC,0
EXA,0
EXAC,0
EXAS,4
EXEL,7
EXFO,0
EXLP,0
EXLS,0
EXPD,0
EXPE,2
EXPO,0
EXTR,3
EXXI,0
EYES,7
EZCH,0
EZPW,0
FALC,0
FANG,34
FARM,0
FARO,0
FAST,11
FATE,13
FB,1017
FBIZ,0
FBMS,0
FBNC,0
FBNK,0
FBRC,0
FBSS,0
FCAP,0
FCBC,0
FCCO,0
FCCY,0
FCEL,7
FCFS,0
FCHI,0
FCLF,0
FCNCA,0
FCS,0
FCSC,3
FCTY,0
FCVA,0
FCZA,0
FCZAP,0
FDEF,0
FDIV,0
FDML,0
FDUS,0
FEIC,0
FEIM,0
FELE,0
FEMB,0
FES,0
FEUZ,0
FEYE,8
FFBC,0
FFBCW,0
FFHL,4
FFIC,0
FFIN,0
FFIV,0
FFKT,0
FFNM,0
FFNW,0
FFWM,0
FGEN,0
FHCO,0
FIBK,0
FINL,0
FISH,1
FISI,0
FISV,1
FITB,2
FITBI,0
FIVE,6
FIVN,0
FIZZ,0
FLAT,3
FLDM,1
FLEX,1
FLIC,0
FLIR,0
FLL,0
FLML,0
FLWS,0
FLXN,0
FLXS,0
FMB,0
FMBH,0
FMBI,0
FMER,0
FMI,0
FMNB,0
FNBC,0
FNFG,0
FNGN,0
FNHC,0
FNJN,1
FNLC,0
FNRG,0
FNSR,0
FOLD,0
FOMX,1
FONE,0
FONR,0
FORD,11
FORM,2
FORR,0
FORTY,0
FOSL,6
FOX,17
FOXA,2
FOXF,0
FPRX,0
FPXI,0
FRAN,17
FRBA,0
FRBK,0
FRED,13
FREE,16
FRGI,0
FRME,0
FRP,0
FRPH,0
FRPHV,0
FRPT,1
FRSH,0
FSAM,0
FSBK,0
FSBW,0
FSC,0
FSCFL,0
FSFG,0
FSFR,0
FSGI,0
FSLR,8
FSNN,0
FSRV,0
FSTR,0
FSYS,0
FTCS,0
FTD,4
FTEK,0
FTGC,0
FTHI,0
FTLB,0
FTNT,1
FTR,26
FTSL,0
FTSM,0
FUEL,1
FULL,6
FULLL,0
FULT,0
FUNC,0
FUND,1
FV,2
FWM,0
FWP,1
FWRD,0
FXCB,0
FXEN,0
FXENP,0
GABC,0
GAI,0
GAIA,1
GAIN,7
GAINO,0
GAINP,0
GALE,0
GALT,8
GALTU,0
GALTW,0
GAME,7
GARS,0
GASS,0
GBCI,0
GBDC,0
GBIM,0
GBLI,0
GBNK,0
GBSN,0
GCBC,0
GCVRZ,0
GDEF,0
GENC,0
GENE,11
GEOS,0
GERN,89
GEVA,0
GEVO,43
GFED,0
GFN,1
GFNCP,0
GFNSL,0
GGAC,0
GGACR,0
GGACU,0
GGACW,0
GGAL,0
GHDX,0
GIFI,0
GIGA,0
GIGM,0
GIII,0
GILD,3
GILT,0
GK,0
GKNT,0
GLAD,1
GLADO,0
GLBS,8
GLBZ,0
GLDC,0
GLDD,0
GLDI,0
GLMD,4
GLNG,3
GLPI,0
GLRE,0
GLRI,0
GLUU,19
GLYC,7
GMAN,1
GMCR,0
GMLP,4
GNBC,0
GNCA,13
GNCMA,0
GNMA,0
GNMK,0
GNTX,1
GNVC,0
GOGO,12
GOLD,72
GOMO,0
GOOD,109
GOODN,0
GOODO,0
GOODP,0
GOOG,69
GOOGL,44
GPIC,1
GPOR,0
GPRE,0
GPRO,94
GRBK,0
GRFS,0
GRID,1
GRIF,0
GRMN,2
GROW,3
GRPN,11
GRVY,2
GSBC,0
GSIG,0
GSIT,0
GSM,4
GSOL,0
GSVC,0
GT,14
GTIM,0
GTIV,0
GTLS,0
GTWN,0
GTXI,21
GUID,0
GULF,1
GULTU,0
GURE,0
GWGH,0
GWPH,8
GYRO,0
HA,9
HABT,1
HAFC,0
HAIN,0
HALL,1
HALO,0
HART,1
HAS,204
HAWK,1
HAWKB,0
HAYN,0
HBAN,0
HBANP,0
HBCP,0
HBHC,0
HBIO,0
HBK,0
HBMD,0
HBNC,0
HBNK,0
HBOS,0
HBP,0
HCAC,0
HCACU,0
HCACW,0
HCAP,0
HCBK,0
HCCI,0
HCKT,0
HCOM,0
HCSG,2
HCT,0
HDNG,0
HDP,2
HDRA,0
HDRAR,0
HDRAU,0
HDRAW,0
HDS,0
HDSN,0
HEAR,92
HEES,0
HELE,0
HEOP,0
HERO,1
HFBC,0
HFBL,0
HFFC,0
HFWA,0
HGSH,0
HIBB,1
HIFS,0
HIHO,2
HIIQ,4
HILL,0
HIMX,10
HKTV,0
HLIT,0
HLSS,0
HMHC,0
HMIN,0
HMNF,0
HMNY,106
HMPR,0
HMST,0
HMSY,0
HMTV,0
HNH,0
HNNA,0
HNRG,0
HNSN,0
HOFT,0
HOLI,1
HOLX,0
HOMB,0
HOTR,0
HOTRW,0
HOVNP,1
HPJ,3
HPTX,0
HQY,1
HRTX,4
HRZN,0
HSGX,16
HSIC,1
HSII,0
HSKA,0
HSNI,0
HSOL,0
HSON,0
HSTM,0
HTBI,0
HTBK,0
HTBX,8
HTCH,0
HTHT,1
HTLD,0
HTLF,0
HTWO,0
HTWR,0
HUBG,0
HURC,0
HURN,0
HWAY,0
HWBK,0
HWCC,0
HWKN,0
HYGS,0
HYLS,0
HYND,0
HYZD,0
HZNP,1
IACI,0
IART,0
IBB,27
IBCA,0
IBCP,0
IBKC,0
IBKR,5
IBOC,0
IBTX,0
ICAD,2
ICCC,0
ICEL,0
ICFI,0
ICLD,1
ICLDW,0
ICLN,0
ICLR,0
ICON,1
ICPT,7
ICUI,0
IDCC,0
IDRA,0
IDSA,0
IDSY,1
IDTI,0
IDXX,0
IEP,1
IESC,0
IEUS,0
IFAS,0
IFEU,0
IFGL,0
IFNA,0
IFON,2
IFV,0
IGLD,4
IGOV,0
IGTE,0
III,3
IIIN,0
IIJI,0
IILG,0
IIN,1
IIVI,2
IKAN,0
IKGH,0
IKNX,0
ILMN,0
IMDZ,4
IMGN,6
IMI,0
IMKTA,0
IMMR,2
IMMU,6
IMMY,1
IMNP,0
IMOS,0
IMRS,0
INAP,0
INBK,0
INCR,0
INCY,1
INDB,0
INDY,0
INFA,0
INFI,2
INFN,1
INGN,0
ININ,0
INNL,0
INO,3
INOD,0
INPH,0
INSM,3
INSY,6
INTC,83
INTG,0
INTL,7
INTLL,0
INTU,10
INTX,0
INVE,0
INVT,5
INWK,2
IOSP,0
IPAR,0
IPAS,3
IPCC,0
IPCI,6
IPCM,0
IPDN,0
IPGP,1
IPHS,0
IPKW,0
IPWR,2
IPXL,0
IQNT,0
IRBT,7
IRDM,12
IRDMB,0
IRDMZ,0
IRG,0
IRIX,0
IRMD,0
IROQ,0
IRWD,1
ISBC,0
ISCA,0
ISHG,0
ISIG,0
ISIL,0
ISIS,6
ISLE,0
ISM,7
ISNS,0
ISRG,3
ISRL,0
ISSC,0
ISSI,0
ISTR,0
ITCI,1
ITIC,0
ITRI,0
ITRN,0
IVAC,3
IVAN,0
IXYS,0
JACK,1
JACQ,0
JACQU,0
JACQW,0
JAKK,0
JASN,0
JASNW,0
JASO,0
JAXB,0
JAZZ,0
JBHT,3
JBLU,3
JBSS,0
JCOM,0
JCS,0
JCTCF,0
JD,52
JDSU,0
JGBB,0
JIVE,0
JJSF,0
JKHY,0
JMBA,0
JOBS,0
JOEZ,0
JOUT,0
JRJC,0
JRVR,0
JSM,0
JST,3
JTPY,2
JUNO,0
JVA,0
JXSB,0
JYNT,0
KALU,0
KANG,0
KBAL,0
KBIO,0
KBSF,4
KCAP,0
KCLI,0
KE,0
KELYA,0
KELYB,0
KEQU,0
KERX,1
KEYW,0
KFFB,0
KFRC,0
KFX,0
KGJI,0
KIN,0
KINS,0
KIRK,1
KITE,0
KLAC,3
KLIC,0
KLXI,0
KMDA,0
KNDI,2
KONA,0
KONE,5
KOOL,1
KOPN,0
KOSS,0
KPTI,6
KRFT,0
KRNY,0
KTCC,0
KTEC,0
KTOS,20
KTWO,0
KUTV,0
KVHI,0
KWEB,1
KYTH,0
KZ,0
LABC,0
LABL,0
LACO,0
LAKE,0
LALT,0
LAMR,0
LANC,0
LAND,3
LARK,0
LAWS,0
LAYN,0
LBAI,0
LBIX,0
LBRDA,0
LBRDK,0
LBRKR,0
LBTYA,5
LBTYB,0
LBTYK,0
LCNB,0
LCUT,0
LDRH,0
LDRI,0
LE,3
LECO,0
LEDS,2
LEVY,1
LEVYU,0
LEVYW,0
LFUS,0
LFVN,0
LGCY,24
LGCYO,0
LGCYP,0
LGIH,0
LGND,1
LHCG,0
LIME,0
LINC,0
LINE,13
LION,1
LIOX,0
LIQD,0
LIVE,84
LJPC,8
LKFN,0
LKQ,0
LLEX,4
LLNW,0
LLTC,0
LMAT,7
LMBS,0
LMCA,0
LMCB,0
LMCK,0
LMIA,0
LMNR,0
LMNS,0
LMNX,0
LMOS,0
LMRK,0
LNBB,0
LNCE,0
LNCO,0
LNDC,0
LOAN,2
LOCM,0
LOCO,9
LOGI,0
LOGM,0
LOJN,0
LONG,51
LOOK,37
LOPE,0
LORL,0
LOXO,3
LPCN,7
LPHI,0
LPLA,0
LPNT,0
LPSB,0
LPSN,0
LPTH,0
LPTN,0
LQDT,0
LRAD,0
LRCX,5
LSBK,0
LSCC,2
LSTR,0
LTBR,5
LTRE,0
LTRPA,0
LTRPB,0
LTRX,1
LTXB,0
LULU,34
LUNA,1
LVNTA,0
LVNTB,0
LWAY,0
LXRX,2
LYTS,0
MACK,1
MAG,0
MAGS,0
MAMS,0
MANH,0
MANT,0
MAR,9
MARA,21
MARK,27
MARPS,0
MASI,0
MAT,4
MATR,1
MATW,0
MAYS,0
MBCN,0
MBFI,0
MBFIP,0
MBII,1
MBLX,0
MBRG,0
MBSD,0
MBTF,0
MBUU,1
MBVT,0
MBWM,0
MCBC,0
MCBK,0
MCEP,0
MCGC,0
MCHP,10
MCHX,0
MCOX,0
MCRI,0
MCRL,0
MCUR,0
MDAS,0
MDCA,0
MDCO,2
MDIV,0
MDLZ,0
MDM,0
MDRX,1
MDSO,0
MDSY,0
MDVN,0
MDVXU,0
MDWD,2
MDXG,4
MEET,8
MEIL,0
MEILW,0
MEILZ,0
MEIP,0
MELA,0
MELI,2
MELR,0
MEMP,0
MENT,0
MEOH,0
MERC,0
MERU,0
METR,0
MFI,8
MFLX,0
MFNC,0
MFRI,0
MFRM,0
MFSF,0
MGCD,0
MGEE,0
MGI,1
MGIC,0
MGLN,0
MGNX,3
MGPI,0
MGRC,0
MGYR,0
MHGC,0
MHLD,0
MHLDO,0
MICT,1
MICTW,0
MIDD,0
MIFI,0
MIK,9
MIND,4
MINI,1
MITK,0
MITL,1
MKSI,0
MKTO,0
MKTX,0
MLAB,0
MLHR,0
MLNK,0
MLNX,2
MLVF,0
MMAC,0
MMLP,0
MMSI,0
MMYT,2
MNDL,0
MNDO,0
MNGA,157
MNKD,0
MNOV,2
MNRK,0
MNRO,1
MNST,17
MNTA,0
MNTX,0
MOBI,0
MOBL,0
MOCO,0
MOFG,0
MOKO,0
MOLG,0
MOMO,25
MORN,0
MOSY,14
MPAA,2
MPB,0
MPEL,0
MPET,0
MPWR,0
MRCC,0
MRCY,4
MRD,0
MRGE,0
MRKT,1
MRLN,0
MRNS,5
MRTN,0
MRTX,3
MRVC,0
MRVL,10
MSBF,0
MSCC,0
MSEX,1
MSFG,0
MSFT,270
MSG,1
MSLI,0
MSON,0
MSTR,0
MTBC,1
MTEX,0
MTGE,0
MTGEP,0
MTLS,0
MTRX,1
MTSC,0
MTSI,0
MTSL,8
MTSN,0
MU,459
MULT,0
MVIS,5
MWIV,0
MXIM,0
MXWL,3
MYGN,0
MYL,5
MYOS,9
MYRG,0
MZOR,1
NAII,0
NAME,4
NANO,1
NATH,1
NATI,0
NATL,0
NATR,0
NAUH,5
NAVG,0
NAVI,0
NBBC,0
NBIX,0
NBN,0
NBS,0
NBTB,0
NBTF,0
NCIT,0
NCLH,0
NCMI,2
NCTY,2
NDAQ,5
NDLS,24
NDRM,0
NDSN,0
NECB,0
NEO,3
NEOG,0
NEON,0
NEOT,0
NEPT,17
NERV,4
NETE,14
NEWP,0
NEWS,33
NEWT,0
NFBK,0
NFEC,5
NFLX,246
NGHC,0
NGHCP,0
NHTB,0
NICE,37
NICK,0
NILE,0
NKSH,0
NKTR,28
NLNK,0
NLST,2
NMIH,0
NMRX,0
NNBR,0
NPBC,0
NPSP,0
NRCIA,0
NRCIB,0
NRIM,0
NRX,0
NSEC,0
NSIT,0
NSPH,0
NSSC,0
NSTG,1
NSYS,5
NTAP,1
NTCT,0
NTES,0
NTGR,0
NTIC,0
NTK,0
NTLS,0
NTRI,1
NTRS,0
NTRSP,0
NTWK,0
NUAN,0
NURO,1
NUTR,0
NUVA,0
NVAX,15
NVCN,46
NVDA,404
NVDQ,0
NVEC,0
NVEE,0
NVEEW,0
NVFY,0
NVGN,0
NVMI,0
NVSL,0
NWBI,0
NWBO,0
NWBOW,0
NWFL,0
NWLI,0
NWPX,0
NWS,0
NWSA,0
NXPI,0
NXST,0
NXTD,3
NXTDW,0
NXTM,0
NYMT,1
NYMTP,0
NYMX,0
NYNY,0
OBAS,0
OBCI,0
OCC,1
OCFC,0
OCLR,8
OCLS,0
OCRX,0
OCUL,4
ODFL,0
ODP,1
OFED,0
OFIX,0
OFLX,0
OFS,0
OGXI,0
OHAI,0
OHGI,5
OHRP,3
OIIM,0
OKSB,0
OLBK,0
OLED,20
OMAB,0
OMCL,0
OMED,5
OMER,2
OMEX,2
ONB,0
ONCY,0
ONEQ,0
ONFC,0
ONNN,1
ONTX,5
ONTY,0
ONVI,0
OPB,0
OPHC,1
OPHT,0
OPOF,0
OPTT,23
OPXA,0
ORBC,0
ORBK,0
OREX,0
ORIG,0
ORIT,0
ORLY,2
ORMP,0
ORPN,3
ORRF,0
OSBC,0
OSBCP,0
OSHC,0
OSIR,3
OSIS,0
OSM,0
OSN,1
OSTK,206
OSUR,0
OTEL,0
OTEX,0
OTIC,6
OTIV,0
OTTR,0
OUTR,0
OVAS,0
OVBC,0
OVLY,0
OVTI,0
OXBR,2
OXBRW,0
OXFD,0
OXGN,0
OXLC,0
OXLCN,0
OXLCO,0
OXLCP,0
OZRK,0
PAAS,1
PACB,0
PACW,0
PAGG,0
PAHC,0
PANL,0
PARN,0
PATIV,0
PATK,0
PAYX,0
PBCP,0
PBCT,11
PBHC,0
PBIB,0
PBIP,0
PBMD,0
PBPB,0
PBSK,0
PCAR,0
PCBK,0
PCCC,0
PCH,2
PCLN,0
PCMI,0
PCO,0
PCOM,0
PCRX,0
PCTI,0
PCTY,0
PCYC,0
PCYG,0
PCYO,0
PDBC,0
PDCE,1
PDCO,1
PDEX,0
PDFS,0
PDII,0
PDLI,0
PEBK,0
PEBO,2
PEGA,0
PEGI,0
PEIX,2
PENN,1
PENX,0
PEOP,0
PERF,0
PERI,0
PERY,0
PESI,0
PETM,0
PETS,1
PETX,4
PFBC,0
PFBI,0
PFBX,0
PFIE,1
PFIN,0
PFIS,0
PFLT,0
PFMT,0
PFPT,0
